Trans_Code,Account,Trans_Date,Reference,Description,Amount_Excl,Tax_Type,Amount_Incl,Exchange_Rate,Foreign_Amount_Excl,Foreign_Amount_Incl,Base_VAT,Foreign_VAT,Sun_Date,ROUTES ANAL,CUST_CODE,Travel_Date,File Type
SI,D3G031,06/07/2023,506600,PNR:54606E VC:KTF 08.12,17024.7,7,17024.7,140.7,121,121,0.0,0.0,06072023,1511,D3G031,,H
SI,,06/07/2023,506600,PNR:54606E VC:KTF 08.12,17024.7,7,17024.7,140.7,121,121,0.0,0.0,06072023,1511,D3G031,,D
SI,D3G031,06/07/2023,506601,PNR:57D753 VC:KTZ 08.17.2023,4783.8,7,4783.8,140.7,34,34,0.0,0.0,06072023,1501,D3G031,,H
SI,,06/07/2023,506601,PNR:57D753 VC:KTZ 08.17.2023,4783.8,7,4783.8,140.7,34,34,0.0,0.0,06072023,1501,D3G031,,D
SI,D3G031,06/07/2023,506602,PNR:5CCF60 VC:KTZ 08.17.2023,514113.58,7,514113.58,140.7000003,3653.97,3653.97,0.0,0.0,06072023,1501,D3G031,,H
SI,,06/07/2023,506602,PNR:5CCF60 VC:KTZ 08.17.2023,514113.58,7,514113.58,140.7000003,3653.97,3653.97,0.0,0.0,06072023,1501,D3G031,,D
SI,D3P002,06/07/2023,506603,PNR:57D75B VC:PTS230700751,117878.46,7,117878.46,140.7,837.8,837.8,0.0,0.0,06072023,1501,D3P002,,H
SI,,06/07/2023,506603,PNR:57D75B VC:PTS230700751,117878.46,7,117878.46,140.7,837.8,837.8,0.0,0.0,06072023,1501,D3P002,,D
SI,D3W022,06/07/2023,506604,PNR:5CAFB7 VC:email,3027667.02,7,3027667.02,140.7,21518.6,21518.6,0.0,0.0,06072023,1513,D3W022,,H
SI,410010,06/07/2023,506604,PNR:5CAFB7 VC:email,3027667.02,7,3027667.02,140.7,21518.6,21518.6,0.0,0.0,06072023,1513,D3W022,,D
SI,D3G031,06/07/2023,506605,PNR:57D7BD VC:KTZ 08.15.2023 ,23813.48,7,23813.48,140.7000295,169.25,169.25,0.0,0.0,06072023,1501,D3G031,,H
SI,,06/07/2023,506605,PNR:57D7BD VC:KTZ 08.15.2023 ,23813.48,7,23813.48,140.7000295,169.25,169.25,0.0,0.0,06072023,1501,D3G031,,D
SI,D3G031,06/07/2023,506606,PNR:5B1CC7 VC:KTZ 08.15.2023 ,342742.39,7,342742.39,140.7000016,2435.98,2435.98,0.0,0.0,06072023,1501,D3G031,,H
SI,,06/07/2023,506606,PNR:5B1CC7 VC:KTZ 08.15.2023 ,342742.39,7,342742.39,140.7000016,2435.98,2435.98,0.0,0.0,06072023,1501,D3G031,,D
SI,D3G031,06/07/2023,506607,PNR:5355C5 VC:KTZ 08.16.2023,4783.8,7,4783.8,140.7,34,34,0.0,0.0,06072023,1501,D3G031,,H
SI,,06/07/2023,506607,PNR:5355C5 VC:KTZ 08.16.2023,4783.8,7,4783.8,140.7,34,34,0.0,0.0,06072023,1501,D3G031,,D
SC,D3D018,06/07/2023,506608,PNR:5277DF VC:WB2753,47548.58,7,47548.58,139.5000147,340.85,340.85,0.0,0.0,06072023,1501,D3D018,,H
SC,,06/07/2023,506608,PNR:5277DF VC:WB2753,47548.58,7,47548.58,139.5000147,340.85,340.85,0.0,0.0,06072023,1501,D3D018,,D
SI,D3G031,06/07/2023,506609,PNR:5175B3 VC:KTZ 08.16.2023,471270.43,7,471270.43,140.7000003,3349.47,3349.47,0.0,0.0,06072023,1501,D3G031,,H
SI,,06/07/2023,506609,PNR:5175B3 VC:KTZ 08.16.2023,471270.43,7,471270.43,140.7000003,3349.47,3349.47,0.0,0.0,06072023,1501,D3G031,,D
SI,D3D018,06/07/2023,506610,PNR:5277DF VC:WB2753,47957.6,7,47957.6,140.7000147,340.85,340.85,0.0,0.0,06072023,1501,D3D018,,H
SI,,06/07/2023,506610,PNR:5277DF VC:WB2753,47957.6,7,47957.6,140.7000147,340.85,340.85,0.0,0.0,06072023,1501,D3D018,,D
SI,D3CS01,06/07/2023,506611,PNR:587EF1,111153,7,111153,140.7,790,790,0.0,0.0,06072023,1501,D3CS01,,H
SI,,06/07/2023,506611,PNR:587EF1,111153,7,111153,140.7,790,790,0.0,0.0,06072023,1501,D3CS01,,D
SI,D3C040,06/07/2023,506612,PNR:55A346 VC:CCFT799543/MININBERG,100220.61,7,100220.61,140.7,712.3,712.3,0.0,0.0,06072023,1501,D3C040,,H
SI,,06/07/2023,506612,PNR:55A346 VC:CCFT799543/MININBERG,100220.61,7,100220.61,140.7,712.3,712.3,0.0,0.0,06072023,1501,D3C040,,D
SI,D3CS01,06/07/2023,506613,PNR:57DEE2,47556.6,7,47556.6,140.7,338,338,0.0,0.0,06072023,1501,D3CS01,,H
SI,,06/07/2023,506613,PNR:57DEE2,47556.6,7,47556.6,140.7,338,338,0.0,0.0,06072023,1501,D3CS01,,D
SC,D3C040,06/07/2023,506614,PNR:55A346 VC:CCFT799543/MININBERG,100220.61,7,100220.61,140.7,712.3,712.3,0.0,0.0,06072023,1501,D3C040,,H
SC,,06/07/2023,506614,PNR:55A346 VC:CCFT799543/MININBERG,100220.61,7,100220.61,140.7,712.3,712.3,0.0,0.0,06072023,1501,D3C040,,D
SI,D3C040,06/07/2023,506615,PNR:55A346 VC:CCFT799543/MININBERG,100220.61,7,100220.61,140.7,712.3,712.3,0.0,0.0,06072023,1501,D3C040,,H
SI,,06/07/2023,506615,PNR:55A346 VC:CCFT799543/MININBERG,100220.61,7,100220.61,140.7,712.3,712.3,0.0,0.0,06072023,1501,D3C040,,D
SI,D3CS01,06/07/2023,506616,PNR:554986 VC:AMS2640-Lando,106636.53,7,106636.53,140.7,757.9,757.9,0.0,0.0,06072023,1513,D3CS01,,H
SI,410010,06/07/2023,506616,PNR:554986 VC:AMS2640-Lando,106636.53,7,106636.53,140.7,757.9,757.9,0.0,0.0,06072023,1513,D3CS01,,D
SI,D3CS01,06/07/2023,506617,PNR:5404FA,135916.2,7,135916.2,140.7,966,966,0.0,0.0,06072023,1501,D3CS01,,H
SI,,06/07/2023,506617,PNR:5404FA,135916.2,7,135916.2,140.7,966,966,0.0,0.0,06072023,1501,D3CS01,,D
SI,D3CS01,06/07/2023,506618,PNR:57E1E9,90610.8,7,90610.8,140.7,644,644,0.0,0.0,06072023,1501,D3CS01,,H
SI,,06/07/2023,506618,PNR:57E1E9,90610.8,7,90610.8,140.7,644,644,0.0,0.0,06072023,1501,D3CS01,,D
SI,D3W021,06/07/2023,506619,PNR:5C5E30 VC:1730283   1730285,157133.76,7,157133.76,140.7,1116.8,1116.8,0.0,0.0,06072023,1513,D3W021,,H
SI,410010,06/07/2023,506619,PNR:5C5E30 VC:1730283   1730285,157133.76,7,157133.76,140.7,1116.8,1116.8,0.0,0.0,06072023,1513,D3W021,,D
SI,D3CS01,06/07/2023,506620,PNR:50D9D7,207068.19,7,207068.19,140.7,1471.7,1471.7,0.0,0.0,06072023,1501,D3CS01,,H
SI,,06/07/2023,506620,PNR:50D9D7,207068.19,7,207068.19,140.7,1471.7,1471.7,0.0,0.0,06072023,1501,D3CS01,,D
SC,D3C040,06/07/2023,506621,PNR:507C25 VC:10589396,189376.26,7,189376.26,138.9,1363.4,1363.4,0.0,0.0,06072023,1501,D3C040,,H
SC,,06/07/2023,506621,PNR:507C25 VC:10589396,189376.26,7,189376.26,138.9,1363.4,1363.4,0.0,0.0,06072023,1501,D3C040,,D
SI,D3C040,06/07/2023,506622,PNR:507C25 VC:10589396,191830.38,7,191830.38,140.7,1363.4,1363.4,0.0,0.0,06072023,1501,D3C040,,H
SI,,06/07/2023,506622,PNR:507C25 VC:10589396,191830.38,7,191830.38,140.7,1363.4,1363.4,0.0,0.0,06072023,1501,D3C040,,D
SI,D3F015,06/07/2023,506623,PNR:52390D VC:email,401051.28,7,401051.28,140.7,2850.4,2850.4,0.0,0.0,06072023,1513,D3F015,,H
SI,410010,06/07/2023,506623,PNR:52390D VC:email,401051.28,7,401051.28,140.7,2850.4,2850.4,0.0,0.0,06072023,1513,D3F015,,D
SI,D3CS01,06/07/2023,506624,PNR:570A1C,362370.04,7,362370.04,140.7000016,2575.48,2575.48,0.0,0.0,06072023,1501,D3CS01,,H
SI,,06/07/2023,506624,PNR:570A1C,362370.04,7,362370.04,140.7000016,2575.48,2575.48,0.0,0.0,06072023,1501,D3CS01,,D
SI,D3T054,07/07/2023,506625,PNR:5778B4 VC:1948,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3T054,,H
SI,,07/07/2023,506625,PNR:5778B4 VC:1948,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3T054,,D
SI,D3C040,07/07/2023,506626,PNR:5B6628 VC:10665450,486484.32,7,486484.32,140.7,3457.6,3457.6,0.0,0.0,07072023,1501,D3C040,,H
SI,,07/07/2023,506626,PNR:5B6628 VC:10665450,486484.32,7,486484.32,140.7,3457.6,3457.6,0.0,0.0,07072023,1501,D3C040,,D
SC,D3C025,07/07/2023,506627,PNR:563C55 VC:225415,293711.25,7,293711.25,140.7,2087.5,2087.5,0.0,0.0,07072023,1513,D3C025,,H
SC,410010,07/07/2023,506627,PNR:563C55 VC:225415,293711.25,7,293711.25,140.7,2087.5,2087.5,0.0,0.0,07072023,1513,D3C025,,D
SI,D3P002,07/07/2023,506628,PNR:5A7861 VC:2023007051,239591,7,239591,140.7000029,1702.85,1702.85,0.0,0.0,07072023,1513,D3P002,,H
SI,410010,07/07/2023,506628,PNR:5A7861 VC:2023007051,239591,7,239591,140.7000029,1702.85,1702.85,0.0,0.0,07072023,1513,D3P002,,D
SC,D3P002,07/07/2023,506629,PNR:5A7861 VC:2023007051,239591,7,239591,140.7000029,1702.85,1702.85,0.0,0.0,07072023,1513,D3P002,,H
SC,410010,07/07/2023,506629,PNR:5A7861 VC:2023007051,239591,7,239591,140.7000029,1702.85,1702.85,0.0,0.0,07072023,1513,D3P002,,D
SI,D3P002,07/07/2023,506630,PNR:5A7861 VC:2023007051,239591,7,239591,140.7000029,1702.85,1702.85,0.0,0.0,07072023,1513,D3P002,,H
SI,410010,07/07/2023,506630,PNR:5A7861 VC:2023007051,239591,7,239591,140.7000029,1702.85,1702.85,0.0,0.0,07072023,1513,D3P002,,D
SC,D3CS01,07/07/2023,506631,PNR:51453D,95097.15,7,95097.15,139.5,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,H
SC,,07/07/2023,506631,PNR:51453D,95097.15,7,95097.15,139.5,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3CS01,07/07/2023,506632,PNR:51453D,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,H
SI,,07/07/2023,506632,PNR:51453D,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,D
SC,D3D018,07/07/2023,506633,PNR:5277DF VC:WB2753,47957.6,7,47957.6,140.7000147,340.85,340.85,0.0,0.0,07072023,1501,D3D018,,H
SC,,07/07/2023,506633,PNR:5277DF VC:WB2753,47957.6,7,47957.6,140.7000147,340.85,340.85,0.0,0.0,07072023,1501,D3D018,,D
SI,D3D018,07/07/2023,506634,PNR:5277DF VC:WB2753,47957.6,7,47957.6,140.7000147,340.85,340.85,0.0,0.0,07072023,1501,D3D018,,H
SI,,07/07/2023,506634,PNR:5277DF VC:WB2753,47957.6,7,47957.6,140.7000147,340.85,340.85,0.0,0.0,07072023,1501,D3D018,,D
SI,D3.00E+14,07/07/2023,506635,PNR:5326BD VC:ETG12707-4-6,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3.00E+14,,H
SI,,07/07/2023,506635,PNR:5326BD VC:ETG12707-4-6,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3.00E+14,,D
SI,D3D018,07/07/2023,506636,PNR:5543B9 VC:WB3266,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3D018,,H
SI,,07/07/2023,506636,PNR:5543B9 VC:WB3266,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3D018,,D
SC,D3A040,07/07/2023,506637,PNR:55E015 VC:185145,129288.12,7,129288.12,138.9,930.8,930.8,0.0,0.0,07072023,1501,D3A040,,H
SC,,07/07/2023,506637,PNR:55E015 VC:185145,129288.12,7,129288.12,138.9,930.8,930.8,0.0,0.0,07072023,1501,D3A040,,D
SC,D3CS01,07/07/2023,506638,PNR:51453D,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,H
SC,,07/07/2023,506638,PNR:51453D,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3CS01,07/07/2023,506639,PNR:51453D,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,H
SI,,07/07/2023,506639,PNR:51453D,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3S004,07/07/2023,506640,PNR:5FCAC3 VC:2307/6078,655310.25,7,655310.25,140.7,4657.5,4657.5,0.0,0.0,07072023,1522,D3S004,,H
SI,,07/07/2023,506640,PNR:5FCAC3 VC:2307/6078,655310.25,7,655310.25,140.7,4657.5,4657.5,0.0,0.0,07072023,1522,D3S004,,D
SI,D3S004,07/07/2023,506641,PNR:5FCAC3 VC:2307/6078,655310.25,7,655310.25,140.7,4657.5,4657.5,0.0,0.0,07072023,1522,D3S004,,H
SI,,07/07/2023,506641,PNR:5FCAC3 VC:2307/6078,655310.25,7,655310.25,140.7,4657.5,4657.5,0.0,0.0,07072023,1522,D3S004,,D
SC,D3CS01,07/07/2023,506642,PNR:5813BA,114744,7,114744,136.6,840,840,0.0,0.0,07072023,1526,D3CS01,,H
SC,,07/07/2023,506642,PNR:5813BA,114744,7,114744,136.6,840,840,0.0,0.0,07072023,1526,D3CS01,,D
SI,D3T002,07/07/2023,506643,PNR:57CC1E VC:006/0723C,403809,7,403809,140.7,2870,2870,0.0,0.0,07072023,1501,D3T002,,H
SI,,07/07/2023,506643,PNR:57CC1E VC:006/0723C,403809,7,403809,140.7,2870,2870,0.0,0.0,07072023,1501,D3T002,,D
SC,D3T002,07/07/2023,506644,PNR:5ECD72 VC:011/0723C,745069.5,7,745069.5,139.5,5341,5341,0.0,0.0,07072023,1501,D3T002,,H
SC,,07/07/2023,506644,PNR:5ECD72 VC:011/0723C,745069.5,7,745069.5,139.5,5341,5341,0.0,0.0,07072023,1501,D3T002,,D
SI,D3T002,07/07/2023,506645,PNR:5ECD72 VC:011/0723C,755981.1,7,755981.1,140.7,5373,5373,0.0,0.0,07072023,1501,D3T002,,H
SI,,07/07/2023,506645,PNR:5ECD72 VC:011/0723C,755981.1,7,755981.1,140.7,5373,5373,0.0,0.0,07072023,1501,D3T002,,D
SI,D3C031,07/07/2023,506646,PNR:5CCC6A VC:348,233210.25,7,233210.25,140.7,1657.5,1657.5,0.0,0.0,07072023,1513,D3C031,,H
SI,410010,07/07/2023,506646,PNR:5CCC6A VC:348,233210.25,7,233210.25,140.7,1657.5,1657.5,0.0,0.0,07072023,1513,D3C031,,D
SI,D3G011,07/07/2023,506647,PNR:54131C VC:GWSA140502B,93002.7,7,93002.7,140.7,661,661,0.0,0.0,07072023,1513,D3G011,,H
SI,410010,07/07/2023,506647,PNR:54131C VC:GWSA140502B,93002.7,7,93002.7,140.7,661,661,0.0,0.0,07072023,1513,D3G011,,D
SI,D3A040,07/07/2023,506648,PNR:55E015 VC:185145,14070,7,14070,140.7,100,100,0.0,0.0,07072023,1501,D3A040,,H
SI,,07/07/2023,506648,PNR:55E015 VC:185145,14070,7,14070,140.7,100,100,0.0,0.0,07072023,1501,D3A040,,D
SI,D3B026,07/07/2023,506649,PNR:51AD1B VC:LEVIN X 3 - Mango Africa Safaris- Caro,96660.9,7,96660.9,140.7,687,687,0.0,0.0,07072023,1516,D3B026,,H
SI,,07/07/2023,506649,PNR:51AD1B VC:LEVIN X 3 - Mango Africa Safaris- Caro,96660.9,7,96660.9,140.7,687,687,0.0,0.0,07072023,1516,D3B026,,D
SI,D3CS01,07/07/2023,506650,PNR:57DF23,30996.21,7,30996.21,140.7,220.3,220.3,0.0,0.0,07072023,1501,D3CS01,,H
SI,,07/07/2023,506650,PNR:57DF23,30996.21,7,30996.21,140.7,220.3,220.3,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3C040,07/07/2023,506651,PNR:555A86 VC:JHFT716058,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3C040,,H
SI,,07/07/2023,506651,PNR:555A86 VC:JHFT716058,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3C040,,D
SC,D3C031,07/07/2023,506652,PNR:517565 VC:324,155473.5,7,155473.5,140.7,1105,1105,0.0,0.0,07072023,1513,D3C031,,H
SC,410010,07/07/2023,506652,PNR:517565 VC:324,155473.5,7,155473.5,140.7,1105,1105,0.0,0.0,07072023,1513,D3C031,,D
SI,D3C031,07/07/2023,506653,PNR:517565 VC:324,155473.5,7,155473.5,140.7,1105,1105,0.0,0.0,07072023,1513,D3C031,,H
SI,410010,07/07/2023,506653,PNR:517565 VC:324,155473.5,7,155473.5,140.7,1105,1105,0.0,0.0,07072023,1513,D3C031,,D
SI,D3S004,07/07/2023,506654,PNR:57D008 VC:2307/6172,265226.54,7,265226.54,140.7000027,1885.05,1885.05,0.0,0.0,07072023,1501,D3S004,,H
SI,,07/07/2023,506654,PNR:57D008 VC:2307/6172,265226.54,7,265226.54,140.7000027,1885.05,1885.05,0.0,0.0,07072023,1501,D3S004,,D
SI,D3C025,07/07/2023,506655,PNR:563C55 VC:225415,129612.84,7,129612.84,140.7,921.2,921.2,0.0,0.0,07072023,1513,D3C025,,H
SI,410010,07/07/2023,506655,PNR:563C55 VC:225415,129612.84,7,129612.84,140.7,921.2,921.2,0.0,0.0,07072023,1513,D3C025,,D
SI,D3CS01,07/07/2023,506656,PNR:526A6C,52425.3,1,60813.35,140.6999907,372.6,432.22,8388.049999999996,59.620000000000005,07072023,1501,D3CS01,,H
SI,450030,07/07/2023,506656,PNR:526A6C,52425.3,1,60813.35,140.6999907,372.6,432.22,8388.049999999996,59.620000000000005,07072023,1501,D3CS01,,D
SI,222080,07/07/2023,506656,PNR:526A6C,52425.3,1,60813.35,140.6999907,372.6,432.22,8388.049999999996,59.620000000000005,07072023,1501,D3CS01,,V
SI,D3G011,07/07/2023,506657,PNR:56E20D VC:GWSA144283,379408.81,7,379408.81,140.7000015,2696.58,2696.58,0.0,0.0,07072023,1518,D3G011,,H
SI,,07/07/2023,506657,PNR:56E20D VC:GWSA144283,379408.81,7,379408.81,140.7000015,2696.58,2696.58,0.0,0.0,07072023,1518,D3G011,,D
SI,D3P002,07/07/2023,506658,PNR:507B5D VC: 2023075838,401051.28,7,401051.28,140.7,2850.4,2850.4,0.0,0.0,07072023,1513,D3P002,,H
SI,410010,07/07/2023,506658,PNR:507B5D VC: 2023075838,401051.28,7,401051.28,140.7,2850.4,2850.4,0.0,0.0,07072023,1513,D3P002,,D
SI,D3A040,07/07/2023,506659,PNR:5002D7 VC:482- 199437 - 10,58939.23,7,58939.23,140.7,418.9,418.9,0.0,0.0,07072023,1501,D3A040,,H
SI,,07/07/2023,506659,PNR:5002D7 VC:482- 199437 - 10,58939.23,7,58939.23,140.7,418.9,418.9,0.0,0.0,07072023,1501,D3A040,,D
SI,D3CS01,07/07/2023,506660,PNR:5C1B31,42266.28,7,42266.28,140.7,300.4,300.4,0.0,0.0,07072023,1501,D3CS01,,H
SI,,07/07/2023,506660,PNR:5C1B31,42266.28,7,42266.28,140.7,300.4,300.4,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3CS01,07/07/2023,506661,PNR:521870,223248.69,7,223248.69,140.7,1586.7,1586.7,0.0,0.0,07072023,1501,D3CS01,,H
SI,,07/07/2023,506661,PNR:521870,223248.69,7,223248.69,140.7,1586.7,1586.7,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3M042,07/07/2023,506662,PNR:57FBB9 VC:EMAIL,29469.62,7,29469.62,140.7000239,209.45,209.45,0.0,0.0,07072023,1501,D3M042,,H
SI,,07/07/2023,506662,PNR:57FBB9 VC:EMAIL,29469.62,7,29469.62,140.7000239,209.45,209.45,0.0,0.0,07072023,1501,D3M042,,D
SI,D3C040,07/07/2023,506663,PNR:55574C VC:10680138,484008,7,484008,140.7,3440,3440,0.0,0.0,07072023,1513,D3C040,,H
SI,410010,07/07/2023,506663,PNR:55574C VC:10680138,484008,7,484008,140.7,3440,3440,0.0,0.0,07072023,1513,D3C040,,D
SI,D3CS01,07/07/2023,506664,PNR:550AB2,84532.56,7,84532.56,140.7,600.8,600.8,0.0,0.0,07072023,1501,D3CS01,,H
SI,,07/07/2023,506664,PNR:550AB2,84532.56,7,84532.56,140.7,600.8,600.8,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3S110,07/07/2023,506665,PNR:5752D8 VC:2308021006,241452.46,7,241452.46,140.7000023,1716.08,1716.08,0.0,0.0,07072023,1515,D3S110,,H
SI,,07/07/2023,506665,PNR:5752D8 VC:2308021006,241452.46,7,241452.46,140.7000023,1716.08,1716.08,0.0,0.0,07072023,1515,D3S110,,D
SC,D3C025,07/07/2023,506666,PNR:563C55 VC:225415,129612.84,7,129612.84,140.7,921.2,921.2,0.0,0.0,07072023,1513,D3C025,,H
SC,410010,07/07/2023,506666,PNR:563C55 VC:225415,129612.84,7,129612.84,140.7,921.2,921.2,0.0,0.0,07072023,1513,D3C025,,D
SI,D3C025,07/07/2023,506667,PNR:563C55 VC:225415,129612.84,7,129612.84,140.7,921.2,921.2,0.0,0.0,07072023,1513,D3C025,,H
SI,410010,07/07/2023,506667,PNR:563C55 VC:225415,129612.84,7,129612.84,140.7,921.2,921.2,0.0,0.0,07072023,1513,D3C025,,D
SC,D3S091,07/07/2023,506668,PNR:56619F VC:PHONE BOOKING,206287.31,7,206287.31,140.7000034,1466.15,1466.15,0.0,0.0,07072023,1501,D3S091,,H
SC,,07/07/2023,506668,PNR:56619F VC:PHONE BOOKING,206287.31,7,206287.31,140.7000034,1466.15,1466.15,0.0,0.0,07072023,1501,D3S091,,D
SC,D3V003,07/07/2023,506669,PNR:5C8F56 VC:362136,332519.89,7,332519.89,140.15,2372.6,2372.6,0.0,0.0,07072023,1511,D3V003,,H
SC,,07/07/2023,506669,PNR:5C8F56 VC:362136,332519.89,7,332519.89,140.15,2372.6,2372.6,0.0,0.0,07072023,1511,D3V003,,D
SI,D3B026,07/07/2023,506670,PNR:5A2AE2 VC:Yagura x 2 - Nerea,179533.2,7,179533.2,140.7,1276,1276,0.0,0.0,07072023,1513,D3B026,,H
SI,410010,07/07/2023,506670,PNR:5A2AE2 VC:Yagura x 2 - Nerea,179533.2,7,179533.2,140.7,1276,1276,0.0,0.0,07072023,1513,D3B026,,D
SI,D3S091,07/07/2023,506671,PNR:56619F VC:PHONE BOOKING,206287.31,7,206287.31,140.7000034,1466.15,1466.15,0.0,0.0,07072023,1501,D3S091,,H
SI,,07/07/2023,506671,PNR:56619F VC:PHONE BOOKING,206287.31,7,206287.31,140.7000034,1466.15,1466.15,0.0,0.0,07072023,1501,D3S091,,D
SI,D3C040,07/07/2023,506672,PNR:5CF285 VC:10128751,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3C040,,H
SI,,07/07/2023,506672,PNR:5CF285 VC:10128751,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3C040,,D
SI,D3CS01,07/07/2023,506673,PNR:5E6476 VC:OUI1024-9-2,1180261.95,7,1180261.95,140.7,8388.5,8388.5,0.0,0.0,07072023,1522,D3CS01,,H
SI,,07/07/2023,506673,PNR:5E6476 VC:OUI1024-9-2,1180261.95,7,1180261.95,140.7,8388.5,8388.5,0.0,0.0,07072023,1522,D3CS01,,D
SI,D3CS01,07/07/2023,506674,PNR:595490,789495.84,7,789495.84,140.7,5611.2,5611.2,0.0,0.0,07072023,1522,D3CS01,,H
SI,,07/07/2023,506674,PNR:595490,789495.84,7,789495.84,140.7,5611.2,5611.2,0.0,0.0,07072023,1522,D3CS01,,D
SI,D3CS01,07/07/2023,506675,PNR:580246,102148.2,7,102148.2,140.7,726,726,0.0,0.0,07072023,1501,D3CS01,,H
SI,,07/07/2023,506675,PNR:580246,102148.2,7,102148.2,140.7,726,726,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3C040,07/07/2023,506676,PNR:5E7963 VC:10487103,654848.75,7,654848.75,140.6999991,4654.22,4654.22,0.0,0.0,07072023,1513,D3C040,,H
SI,410010,07/07/2023,506676,PNR:5E7963 VC:10487103,654848.75,7,654848.75,140.6999991,4654.22,4654.22,0.0,0.0,07072023,1513,D3C040,,D
SI,D3CS01,07/07/2023,506677,PNR:5802C7,102148.2,7,102148.2,140.7,726,726,0.0,0.0,07072023,1501,D3CS01,,H
SI,,07/07/2023,506677,PNR:5802C7,102148.2,7,102148.2,140.7,726,726,0.0,0.0,07072023,1501,D3CS01,,D
SC,D3CS01,07/07/2023,506678,PNR:5D59C5 VC:AF200723,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,H
SC,,07/07/2023,506678,PNR:5D59C5 VC:AF200723,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3CS01,07/07/2023,506679,PNR:5D59C5 VC:AF200723,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,H
SI,,07/07/2023,506679,PNR:5D59C5 VC:AF200723,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3I006,07/07/2023,506680,PNR:5DC164 VC:e,47957.6,7,47957.6,140.7000147,340.85,340.85,0.0,0.0,07072023,1501,D3I006,,H
SI,,07/07/2023,506680,PNR:5DC164 VC:e,47957.6,7,47957.6,140.7000147,340.85,340.85,0.0,0.0,07072023,1501,D3I006,,D
SI,D3CS01,07/07/2023,506681,PNR:5804DC,68098.8,7,68098.8,140.7,484,484,0.0,0.0,07072023,1501,D3CS01,,H
SI,,07/07/2023,506681,PNR:5804DC,68098.8,7,68098.8,140.7,484,484,0.0,0.0,07072023,1501,D3CS01,,D
SI,D3A075,07/07/2023,506682,PNR:5EAEE0 VC:DAU191-3-1,191830.38,7,191830.38,140.7,1363.4,1363.4,0.0,0.0,07072023,1501,D3A075,,H
SI,,07/07/2023,506682,PNR:5EAEE0 VC:DAU191-3-1,191830.38,7,191830.38,140.7,1363.4,1363.4,0.0,0.0,07072023,1501,D3A075,,D
SI,D3A001,07/07/2023,506683,PNR:575721 VC:email,49779.66,7,49779.66,140.7,353.8,353.8,0.0,0.0,07072023,1501,D3A001,,H
SI,,07/07/2023,506683,PNR:575721 VC:email,49779.66,7,49779.66,140.7,353.8,353.8,0.0,0.0,07072023,1501,D3A001,,D
SI,D3C031,07/07/2023,506684,PNR:553EBE VC:Rutsaert x3,80623.91,7,80623.91,140.699993,573.02,573.02,0.0,0.0,07072023,1501,D3C031,,H
SI,,07/07/2023,506684,PNR:553EBE VC:Rutsaert x3,80623.91,7,80623.91,140.699993,573.02,573.02,0.0,0.0,07072023,1501,D3C031,,D
SC,D3.00E+14,07/07/2023,506685,PNR:5326BD VC:ETG12707-4-6,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3.00E+14,,H
SC,,07/07/2023,506685,PNR:5326BD VC:ETG12707-4-6,95915.19,7,95915.19,140.7,681.7,681.7,0.0,0.0,07072023,1501,D3.00E+14,,D
